Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.....3.4.3..1..6.....47.1....2..8.....85....6..576..8.5.4.8.2..8......5..1..4...3,26,43,16,0,0,1,0,3,2,Expert,
9...4.....83.....946.....78672.....3....92..6..5....8.3.85..6...4.6..5.2.........,26,54,1,0,0,0,0,0,0,Easy,
..71......28....3713....48..4.........5.4..16.8.7....2...4..2.........54.5...837.,26,55,13,1,0,1,0,2,2,Expert,
...5........4.8.1.......8.98.3..9.....5.....4.....7.9..1....9...34.2...198.1.37..,24,28,29,0,0,0,0,0,0,Easy,
..8......143......9.......2....81..93.4.958.....24.3........5..25.1.798....5.9..3,27,52,13,0,0,1,0,2,2,Expert,
.......3.9..1..28..1...26......3....8......1....8..9.4.....716.2..9.13...4.3....8,24,30,26,1,0,1,0,1,0,Expert,
9......8..8....4...1.........6.4..73.9..12..8...37.29..2.7.1...4.9.3....37.8.....,26,52,3,0,0,0,0,0,0,Easy,
....62...16.95.......1.8....9...526.5...9.......34.8..8....39.12.4.......19...64.,27,49,5,0,0,0,0,0,0,Easy,
.....59.7.9.18...4....2.......4.13..41...7....78.9.....2.....1.9.73...2..8.......,24,49,19,1,1,0,1,3,2,Expert,
7.8..1.4.39..45..........9..74.8.53.2.............71.9.1.7.8....831.....5...94...,27,41,11,1,1,1,0,2,0,Expert,
..4...95835.....4..........16.83.4.....5...61...6..8..4.....38.29.......8...1.2.9,26,74,12,4,1,1,0,7,8,Expert,
..5.4.7...9.8.1.5.6.4....131...5.......7.6.......19...9.7...5.......3..4..35..9..,25,46,9,0,0,2,0,1,0,Expert,
3..9..............8....7.2...6294........3.82......96.72..8...413.7.6......4..1.3,25,36,20,0,0,0,0,0,0,Easy,
.5......6..7...84......4.2.328.....9.9..2.58....7.......4.5...2.829..7..6.....3..,25,37,19,0,0,0,0,0,0,Easy,
.1....37...2...1.4.4.....821..8....6....5.8....6..723......6725...5....3...2...4.,26,44,11,2,0,0,0,0,0,Intermediate,
1....7.69..........2....7.5.4.5.....8.....4.279.....1....4....7..4..16...86..95..,24,38,19,1,1,3,0,0,0,Intermediate,
....8.4...8..5...34..6..9.......1..97..49..61...8.75..3.95..1....4..........1938.,27,41,13,0,0,0,0,0,0,Easy,
.75..46..9...6......257.19......37.6.......3.......2...6....4...3..4..27.9475...1,27,54,0,0,0,0,0,0,0,Simple,
.918.......52.96.3.7...3.....2.......8.3....1......729...5.......7.2.938.......67,25,42,14,0,0,0,0,0,0,Easy,
1........2.8..5.71.7......8...5...6..9.7...1476..28.5.....6.......1...256.4......,25,40,16,0,1,1,0,0,0,Intermediate,
5.3..72.......9...28..5...6........4.......5.3..862.7.....3..9.6..5..8....7.9.5..,24,51,19,0,1,0,0,2,2,Expert,
.3..1..6..2.8...5......521.76....4....8......24..375....4........5..........74..1,23,40,18,0,0,0,0,0,0,Easy,
.2.1...7....4....28.4.739..4..7.1..5.1...8.2..37..5....83..................59...8,25,37,19,0,0,0,0,0,0,Easy,
6.3..8.7..8..47..6.4.......8..9..3.4...45.96..2......5.3...........6.2..2.7.9....,25,73,14,2,1,2,0,5,4,Expert,
.3.8.61..9.2...8...4...9....64...93..........8......61...........9..8.25..3.5.48.,24,46,11,0,0,0,0,0,0,Easy,
....5...8758..9...4.6....1.8............6..4.9.4.....1...6...7462...18.5..5..812.,27,53,1,0,0,0,0,0,0,Easy,
..9.....5384..62....2..96....8.....4.9..85...6...31..8..3....6...6.9.4..24....5..,27,47,18,0,0,1,0,2,2,Expert,
.1.6..9..4.5.8.1.....7...64671..9.85.83...........6....5.3..........7..13.8......,25,79,20,1,0,0,2,6,8,Expert,
.......9...8.7....4...3....3.5.47.89.6.....2.8.9..64....72.3.......5.24.23...456.,28,67,1,2,1,0,0,2,2,Expert,
.79.6..1..549.....2...8.74..............1.582.45..2.9...1...8.........7....7.82..,25,51,5,2,1,0,0,0,0,Intermediate,
.......2......7439.4......7..74..36....5..2..165....7..529....1.39.6.....7.......,25,34,22,0,0,0,0,0,0,Easy,
3..1..6...6....9.1...7...3..........1.2.5......7..9..2.1.......69........4.215..9,22,29,29,0,0,0,0,1,0,Expert,
...4........39..7.....82.9...19..2...97.....1632.....7...72..4..7.8....6..3..6..2,26,36,25,2,0,2,0,3,2,Expert,
........41.3....5.95.1..7.........6.2....7.15.15..24.3.......2...1.....7.49.25...,25,39,17,6,0,0,0,0,0,Intermediate,
.7..8..1.1.9.57......4..5....39.5..4.87..2..9..2.3..7...8...7...5..9...2.......4.,26,114,13,3,0,2,0,12,16,Expert,
...65.7..2.3.8..6.....24..17...........3.6...826.15.4..........15..68....74......,25,45,11,0,0,0,0,0,0,Easy,
..948....8.........147..6..96...5....42...1.65.12..........8...19.67....7..5.4.81,28,47,6,0,0,0,0,0,0,Easy,
....3......8.7..26.2...471.3...4.......7...8.8.7.251.3.......7...1...8.....8.65.2,26,41,14,0,0,0,0,0,0,Easy,
.....9...6.8.21.7...5.4.6.1.....65.7......1...24.....9..6.....4.71...82......47.6,26,37,17,0,0,0,0,1,0,Expert,
...3...4...79542..5...6.....5....6..1...7..9.7.2.........62.4....4.19.....14.7..6,26,51,11,0,0,0,0,3,2,Expert,
......3..53...29....75......1........83.29.6.26.7.3.....81.....3.....8.9..1..7...,24,45,12,0,0,0,0,0,0,Easy,
..15.2.4........7.2..19......2.......7..8.16.5.....9..9.5.....8..........8...6.92,22,29,30,0,0,0,0,0,0,Easy,
81.54..9..45..8...3...1....6...8..4.........8....2.63.16.39.8.2........3....6.914,28,44,11,1,0,1,0,3,2,Expert,
74......5....2...9.........5..9...27..84....3.1..5........8.3.429...1...4.3..79..,24,74,16,1,2,3,0,5,6,Expert,
.......9....1.9.5..6....7.387....51...26.13.7..........2..6....9.3.....2..68....9,24,48,23,0,0,0,0,4,6,Expert,
.....25.....1..6...1..96.4....8.49..94..2........6..12...47..5...1..582.5.......7,26,48,16,1,0,0,0,2,2,Expert,
....35..9..2...361....2..7..7..........9..18.....57...16...2...7..5.921.....73..5,26,41,14,0,0,0,0,0,0,Easy,
...3..71.9.5....3..718....4..2....8.587..1...4....5....4......5....18.......3..47,25,31,25,1,1,1,1,0,0,Intermediate,
.4.....13.9....2.......4..6.......823....1......892..76..1.........2396.2.1.7....,24,40,17,1,1,2,0,0,0,Intermediate,
...2......8..76...3......8..15....328........9.2...6...7...3..8..6.81.7.1...9..5.,24,36,21,0,0,0,0,0,0,Easy,
.32........1..........4.7...7...315.6..45...82....14.7....14.6...7.6.2....8.35...,26,64,0,0,0,0,0,2,2,Expert,
9..5..4............6.3.......24....36...2..5...5.6..17.5...9.2.3....5.....124...6,24,43,14,0,0,3,0,0,0,Intermediate,
............3.427......9.1......6....8.23.1.792.1...8..38....2..7....83..41.9....,25,37,19,1,0,0,0,0,0,Intermediate,
..3.96.7.81.......6..1.4...4.....1.........23..13..7.8..4...269.2....43.9........,25,32,23,1,1,0,0,1,0,Expert,
..5.6..4.........9.....2...........7.9.83.4..7...4.6.35.7..89...89..32.4..4....56,26,44,11,0,0,0,0,0,0,Easy,
.1..4.6.55..2..3.......328..........3..5.2.....7....4..2...1.......74...1.48....7,23,28,28,0,0,2,0,2,0,Expert,
4....92..13...4....8..........3.21.....7.84.6.189...7.79......83..4....2..4.....3,26,46,8,1,0,0,0,1,0,Expert,
3........5.421.3....9...4...........4.1.6.....6...75..2..4....7.357.26.4..6..3.9.,26,46,9,0,0,0,0,0,0,Easy,
...6.4.71..8...52...6.579........8....2..5..4.....61...21.......8..6.4..5.94.1..7,27,47,7,0,0,0,0,0,0,Easy,
.82......57..3...94....8.......93.62...46...8.3872..94965....2....35......7......,28,47,6,1,0,0,0,0,0,Intermediate,
.47....2....1..57....5.2.38...81..4...32.........5.1...78.2...9...3..8.......9.1.,25,46,10,0,0,0,0,0,0,Easy,
4....7........9...3.9.........9.237.......619...3..5.2.9..5...6.357....17.4.1.2..,26,38,16,2,0,0,0,1,0,Expert,
9....53..8.34.................5..2...4..689..5.9..3.674........68..2..45....8....,24,31,26,2,1,1,0,0,0,Intermediate,
..4...1..7.5....9.16.....2....1.6....2..7...967...........9.8...5.7289.4...5.4..7,26,45,10,0,0,0,0,0,0,Easy,
..8.......6..13.5...5789..461......9..4...7...3.1..4.6..6....98.9....5..7.......3,26,37,18,0,0,0,0,0,0,Easy,
...5.....53..8....27.......7....342..8.....69.927....86.93.28..84.6....5.......3.,27,47,7,0,0,0,0,0,0,Easy,
.....6...547....82......41.874......2.....7....6..3......6.4..3.287...5...1...84.,25,50,6,0,0,0,0,0,0,Easy,
.1..8..5..4.5972......42..91..7...95...35..7...7.28...3.5.......8......49......2.,27,47,7,0,0,0,0,0,0,Easy,
.6.2..1....8.3.9..2.98..36.8..3.1....4.5.......59...8........9..1.......63...2...,24,30,27,0,1,1,0,0,0,Intermediate,
...1..29.....38..6...9..8..1....7..2..8.4....6...89...2.....71...6..2.4...47....3,25,36,19,0,0,1,0,1,0,Expert,
...84......5......79.......5.8.94....2.......4391.5..2.5.93..7...7..8..3.417..2..,27,54,0,0,0,0,0,0,0,Simple,
......3.2..5.....4...91.......3...4.26.5.....1.7.....6956..3....1....7.3.4..5....,23,51,16,0,0,2,0,3,2,Expert,
7......3...21....9......7......4...88.97.....1...36....1.3...64624..93....3...91.,26,47,7,1,0,0,0,1,0,Expert,
.571......162..975..........7...3...............9..72.2.4.9..1......5.3.9..46....,23,46,12,2,0,0,0,0,0,Intermediate,
..594.2....4....7..3.25.1..821.......7.1...........5......13..4.9.....8.7...9....,23,42,16,0,0,0,0,0,0,Easy,
.7.....9.8..2....11.3...4..4.........12.54.87....21....48...5.32..........97..84.,26,64,18,4,0,3,0,3,2,Expert,
7...36.94.9.1.......8....3.1.6...7....3..7.................36...5..89.1...4.7.5.8,24,44,13,0,0,0,0,0,0,Easy,
..675.....2..1.6.751.4.9.......4.....9...1....4..26718......1........4...58....6.,25,48,8,0,0,0,0,0,0,Easy,
.....67.....514.6...1.........9...45...15..3.9..3...8..48........7...91.6..7.3...,24,43,14,0,0,0,0,0,0,Easy,
.2....48..9.......8.6..2.591..59.3.6..3...8.............8..4.....5......46...89.3,24,45,12,0,0,0,0,0,0,Easy,
.6...428.9...1.6...1..26..............4..7.......5...6..21..59...7.8....65.9....4,24,39,18,0,0,0,0,0,0,Easy,
7.....5.1....4.7.9...9.....1.7..82............6..918..2..6..97.68..5..2....18..6.,26,51,15,2,0,1,0,2,2,Expert,
.8..5..6.......4.1.3.491.7.1..94......5.......7.6.8...6.4.......9.8..1.67......3.,25,36,19,1,0,3,0,1,0,Expert,
.2...71.9.9.....8.8.5..1..4.1..9........4......2.....773.4....2...835....8.......,23,40,18,0,0,0,0,0,0,Easy,
........14.97..5..1.326..4...1...4.23....2.1....95..3....379.......46....5.......,25,40,16,1,0,1,0,0,0,Intermediate,
.473.816.6.....38.........4.7.6...1..21.......3....4.5........3.6.8..7.....74.821,27,47,7,0,0,0,0,0,0,Easy,
.9...71.....6....36...2.9..2...34.....5.....731....6....9...2.4...7...6.426....31,26,96,16,4,0,2,2,11,12,Expert,
4..59...6..7......56.....147.6.....914....2...9..7........4..9565....48......17..,26,43,10,0,0,6,0,2,0,Expert,
.7...9......5...4..........14...87.9..59...8..9...7..638.74..5.5.......19...3....,24,39,17,2,0,4,0,1,0,Expert,
7..5..6..96..47.8....8...9.........94.....5.....1....4..62.98....9.61....2...5.7.,25,45,11,0,0,0,0,0,0,Easy,
.5........3..8.9...........8...4.5.2.925...6....7.....749..2..6...4.6..8.8..9..37,25,56,0,0,0,0,0,0,0,Simple,
....159..1.3.928.5.............34.2.......6.....2.95819..58...4.4.....5...8..31..,27,61,15,2,0,2,0,2,2,Expert,
3...9.1..........6.....5.....4.8.....853..7.963..17..8.9.......7..6..5.....854.6.,25,43,13,1,0,0,0,0,0,Intermediate,
2.6.9....5.8.6.41..1.2....9...4.5...1.2...6.......65.34..............895.....1..4,25,35,21,0,0,0,0,0,0,Easy,
...72...1.........2.7..5.4.164.3.7.....4.9....9..6.....3.9.......1..6..575..1...6,25,73,9,1,1,1,0,5,4,Expert,
..9..2..7..5.........6......2.5.7.684..2.3.9...7..63..374..9..2..8...4..6...5....,26,53,2,0,0,0,0,0,0,Easy,
...5.2..............1.4.3.69..1...7..1.........53..9..6....9.4..5..23.9..3.75.2..,24,44,21,0,0,0,0,2,2,Expert,
9...53...1....72...531...49.46....9229...6..1....4........3516....9.4.5..........,27,25,28,0,0,2,0,1,0,Expert,
.4....3..8...2...7.71.5..4..23.......578..62.........421..6..78....8.153...4.....,27,65,22,0,0,5,1,4,6,Expert,
...7354..8....1.2..4...2...7..4......18......4.5.....1.768..2..5........1...5.36.,25,42,14,0,0,0,0,0,0,Easy,
......2..3....5.4....87.5..56..4.....7...6......218...61.5.2....5...48.2....83.6.,26,40,15,3,0,0,0,0,0,Intermediate,
........5..4.6..3......36...5.782...3........42.1..86.6.8..75.2...5......7..2.1..,25,34,22,0,0,0,0,0,0,Easy,
.41.....3..3.862.....47.......52....8.....1.4..5.......1...74..7.....86..8...2..5,24,47,10,0,0,0,0,0,0,Easy,
7....8.192..3...4.61..9..2..4........7.........2...6..1....3..7.....2.61.6.91..84,26,45,10,0,0,0,0,0,0,Easy,
...4...8.91......5...7........91.4..8.4.3...13....7.2.....2.8.....8.39...2......7,23,33,25,1,0,0,0,0,0,Intermediate,
592...............6....1.8.....581...2.1..3....8..759.1.95.2..6..3......2....6..7,25,42,14,0,0,0,0,0,0,Easy,
1...8.52..8.6.5.4.43...26............72.....6...2........37....61....43......4.81,25,42,14,0,0,0,0,0,0,Easy,
72.9..8.6......3.....3.4..2.7....2...9.5..4....5827.9.....35....5..9...74....6...,26,48,21,0,0,1,1,5,4,Expert,
......897....7..5.....486...8...35..76.2....8.............597.22.3..64.....8....5,25,55,1,0,0,0,0,0,0,Easy,
...........9..7..1.5.6..3......1..6.318.5.7.....9......3.7....4...4..5....4.9.186,24,42,15,1,0,0,1,0,0,Intermediate,
...9.6..1.......39....7352......516.7....8..3..17..9......2...5.186...7.5.9......,26,45,9,1,0,2,0,1,0,Expert,
32.9.......1.....4.572.....79....8.......21.3..483...98.....7.......5.8...24.....,24,41,16,1,0,0,0,0,0,Intermediate,
..3....958.24...7...6..7.2....5.3.8.........7...284..6........969..5...2..573....,26,45,8,1,0,2,0,2,0,Expert,
....8.2.9...3.2....9.....1.1....385....2...7.........18.....7..41....3.23..7.8..5,24,39,17,3,2,3,0,1,0,Expert,
..4........124..6.6........79........4...32.....1.2.7.3....1..6..8....3.....69.84,23,45,13,0,0,0,0,0,0,Easy,
1...78.....8...6..35.....2.27...........5....814.2..6..3...2.76....6.34.....3458.,27,38,15,5,1,1,1,1,0,Expert,
..8...2..32...1............1....2..6.59.8...3......89..1.8..3...6.2.9.8..7213.95.,27,36,22,1,0,2,0,2,2,Expert,
.5.....72......9.......83.4..9.3........764...3.2.5...9.23..86.....62...5.8....3.,25,40,16,3,0,0,0,0,0,Intermediate,
5....86.7.1......4.7.4..8....91.5.48...72951.......7..8.............1.62...5.79..,27,50,14,2,0,1,0,2,2,Expert,
..7.2...6...4..1374....5...2.413.6......7....79..54............9.........61...4.9,24,50,7,0,0,0,0,0,0,Easy,
.......8741....3.2..6.3....2.....4..9.8.6.....43....7..3..79.61....8.....24......,24,48,9,1,0,0,0,0,0,Intermediate,
2..5.6...5.193....37...............769...7......24..9.136....5..2..54.....7.2...6,26,46,9,0,0,0,0,0,0,Easy,
..........4..8..1.1...3....3..7..8.572..6......4.1..7..6.1...242...4...3.1...5..6,25,38,18,0,0,0,0,0,0,Easy,
..3..2.581.......2..43.6.9..4.5....6......921.31.......59...86....4........6...15,26,55,9,4,0,3,0,3,2,Expert,
.....87.6.93...4....5.1..8.3......4.6.1..7.....8.........6...58.198.4.7......1.9.,25,38,17,1,1,0,0,1,0,Expert,
..6....8..491...2....2...576.....7.8...........1.86..2..........7.9...411..8.4..5,24,42,15,0,0,0,0,0,0,Easy,
8.5.......1............27.........1.78...9..54...81..3297.1..34.4.....8.....24.5.,25,44,12,0,0,0,0,0,0,Easy,
.5..4..13....5.87...89......4..8....7....1..953..67..1...3..76.......49.....7....,25,43,13,0,0,0,0,0,0,Easy,
..56..92...9..14..7.....5.18........692..5.....4...2...2.......5.6...1....149...7,25,49,7,0,0,3,0,0,0,Intermediate,
.638.9.......74.268...26.9..86......312........9..7...1..........7.4..61..8..3.7.,27,44,9,0,0,0,0,1,0,Expert,
8..1..74.91..843..3..6.2.......2.87..8..4....7...6..91..47..2........16..........,26,54,1,0,0,0,0,0,0,Easy,
2..9..13..891...4.7....2.....5.7.9...2...1.74...49.2.8........11......5..9...8...,26,53,10,2,1,0,0,2,2,Expert,
.4.9.............8...261....6.4.23..42.1.37....3.76.........2...3.....147......89,25,42,14,4,0,1,0,0,0,Intermediate,
....569....1..2....6.7.4.8.........5.....7..9.25.9146...84..61...4.65........85..,27,52,15,1,0,2,0,3,2,Expert,
7...2.....4......712.8..3..3.4..........7..1.8..1.9.....9.82..45.2....7....3.....,23,35,21,0,0,1,0,2,0,Expert,
.6.3...5..7.4..93.9...254.1219..3...7.421.....................5..5..9..41.......7,26,45,10,1,0,0,0,0,0,Intermediate,
..5....9.32.....4..1....2.7..42..8..7....39.4.5.....7.27..1...9.3..8....8.....3.1,26,55,0,0,0,0,0,0,0,Simple,
9.8.4.67.....6.3.95...2...............2...74...97......6...2...........88.4.7.92.,23,51,24,0,1,0,0,2,2,Expert,
.................2.....9.6.5.......717.5..6.8..9.81.5.9....7..67.8.45.2..126..9..,26,43,17,2,0,0,0,2,2,Expert,
.9...83.7......8......7..45....2.7.9.....5.13..2.93.58.23.89...5172.....8........,28,34,18,0,0,0,0,1,0,Expert,
1............76.......9...7.5.9....4.6..45.2.8..7.15.9....1.7.....6.....62...84..,24,36,21,0,0,0,0,0,0,Easy,
9.....2......8.1...4.........7..49.2....39..8..9.2..151..8...4..5..1.73.7.3..5...,26,47,8,0,0,0,0,0,0,Easy,
9....4.5.587.....96...9..21....76.424...21596.....91.........7..98........1......,27,52,2,0,0,0,0,0,0,Easy,
......4.....14..9...8....759.5...162.....89..........4....1.2..7.96..........7.4.,22,53,6,0,0,4,0,0,0,Intermediate,
.573.9.......41.3..2........7....4....2..6...49.13...........72...69.....6.2...95,24,43,14,0,0,0,0,0,0,Easy,
.....548..5.2.....14.69.5.....57..6.6..1..8.9.....81..5.2..6...8............42...,25,37,19,0,0,0,0,0,0,Easy,
29....8......8.....6.......61.9.84....4.3..27.23.4.1............36..2..1...7.16.8,26,39,16,0,0,0,0,0,0,Easy,
2...6...3...2...4...9.7.....95.3..6.............54...2...7.......495.38.3.8...7.5,24,51,26,0,0,1,0,5,6,Expert,
.1.....967...2.8...9.64...5.67..8.....8....79.5..12.........56....8.........5...1,24,135,29,2,0,4,0,19,32,Expert,
847......2.....1...1..49......9.1..83917.8....8.2..3......1......6..3.8.4......7.,25,51,5,0,0,0,0,0,0,Easy,
6.3..9..172.....8...14......9.8..3.......2.....27...4.2.......4.....6..7.6.38.9..,24,45,12,0,0,1,0,0,0,Intermediate,
6....8...2.71...3..83.4.....36..5...........8.4..3..25.6..7...27..4.6.....12.....,25,54,2,0,0,0,0,0,0,Easy,
.........741.5....285..47..574...89...8.......9.....12....4...1.16...2......6245.,27,42,12,1,0,0,0,0,0,Intermediate,
6..7..2..3.....19..5....6.7.2........7652.9......9....2..1......4......5..92..31.,24,47,10,1,0,0,0,0,0,Intermediate,
.9...6.58......7........3.....5..4.7..3..4....7...1.3..187.36.45..8.....9......1.,24,53,4,0,0,0,0,0,0,Easy,
68....5...9..32.7.7.2....9....4...3....3.57.6..8.....95..9...42.7............48..,25,43,12,6,0,2,0,1,0,Expert,
........2.....5.34....2..9..29.....5..7.8..698.....3...8..4....4..9...575..63....,24,49,8,3,0,0,0,0,0,Intermediate,
......94.6.38...17.1.6.......8.9..615....3..9.....5....67.......8471....3.5......,25,39,17,0,0,0,0,0,0,Easy,
..57.43.8.......5..7...8.6...3.........16..3..68.........5....4.49..1....81..3..7,24,98,18,1,2,3,0,6,6,Expert,
.85..4......2...4......1.6....6..........248....7.31...6.....25.5146.3...38..5...,25,40,16,0,0,0,0,0,0,Easy,
...6....1.4....368.2..3.4..387.6...9..2.8..3........1......9...8..34.72...48.....,26,43,12,0,0,0,0,0,0,Easy,
3......4.....47.....8.9..1778.2.....4..3..2.8..9.61.3.....3..............1...8..6,23,42,16,1,0,0,0,0,0,Intermediate,
16.....85.5.....923......6....9....34...32...5..14.2....3.184.9...29.......4.....,26,40,15,0,0,0,0,0,0,Easy,
..24..1......7.2...8.....5.2.5....6.7.......2..3..648..7128.......15....5..7.....,24,69,27,4,0,2,0,5,6,Expert,
.5...81..91...2.76.6.71...2....7...44...6.8..1.......92....4.975.....2.1.........,26,54,1,0,0,0,0,0,0,Easy,
.5.........6..7...1...46..8..5.7..31..8.......9..34....4...16..8.........7356..8.,24,27,30,0,0,0,0,0,0,Easy,
...6..43.7....2.....1.3.7.6......6.3..67...1....4....9..7.9.32.3.2...95..1.......,25,42,14,0,0,0,0,0,0,Easy,
..51.67.9....7..3.......1..5...1.6.4..24....5..7.......6.2..35.....93..7....4..9.,25,44,12,0,0,0,0,0,0,Easy,
.219..8......1........28....9..5321..8...46......9.....54....8286.1...4.2.....9..,26,44,11,2,0,0,1,0,0,Intermediate,
1.8..7....3.6.......5....9...37.1...5....6.2..67......7.....6.9...8....3.2.....57,23,36,21,2,0,2,0,1,0,Expert,
...35..4.3...4.72......7......765..........91.....1.7..942...5...2..6...5.341...9,26,55,0,0,0,0,0,0,0,Simple,
1...64....8.5.167..7...8.4....8...5.4......89.........715..6...3.6...71.........3,25,46,10,0,0,0,0,0,0,Easy,
29..7..164.7.1...85..9.4..2..........1....54...6..1.9..5...9......5.........6.8..,24,29,26,1,1,1,0,2,0,Expert,
...46....1............9..8...9.8.1.5......3...3....74.6.8..9...59...8.76.4..5..3.,24,30,26,1,0,1,0,1,0,Expert,
9.65...71........2..396.5...........1.43.7...6....2...2....6....35.9.2..........4,23,67,12,2,1,0,0,5,6,Expert,
..3.6.4.2.....9.78.4.8.7.534........62..8.9..9.....245..5..........96........8...,25,53,11,1,0,0,0,2,2,Expert,
.5.........893...1.13..54....7.........45.3......89.2.13....7....5.1..9..9..2.5..,25,34,21,1,0,2,0,1,0,Expert,
4....5.7...38...5..8.7...4.76.....28.........5.......7..2..8.35.4..5.2....796...4,26,34,21,1,0,2,0,0,0,Intermediate,
......2.62..7.1.98.9.....4....1.8.....6.3.......46.91.8.....17....317.....92....4,26,41,14,1,0,1,1,0,0,Intermediate,
.3.5129.8...7..4..........22..3.4.........3957.............1.2..25.937.4......5..,25,42,14,0,0,0,0,0,0,Easy,
1...7.....39.4..8............14379...94.5.2...7........4.7.359.......71.8...95.2.,27,44,10,0,0,0,0,0,0,Easy,
..7.9.4.6.6.4...9..4....287..9..3...1..6..........1..4..........7...263....16..78,25,55,21,2,0,2,0,5,4,Expert,
.6.1..95.7..98...12...56.7....2...3.....71..6......7.8........51..7..29.5......6.,26,46,9,0,0,0,0,0,0,Easy,
..61...5231..2.97...86...1.......7.......2...73........97..5..8.6..1...95..2..3..,26,47,8,0,0,0,0,0,0,Easy,
391.24......5..3...76........5..3.1......9...96.2.7..54.....5..71.4.............2,24,36,21,1,0,0,0,0,0,Intermediate,
..8...5...152....7...14..8.2....1.65.83.7.......3...........21.......6..3...8....,22,45,14,0,0,0,0,0,0,Easy,
13.9...5..576....44.....6..8.31....5..54..3.........18.6....9..3...9.46..8.......,26,47,8,0,0,0,0,0,0,Easy,
.4...9....536...1.......946.6.41..9..245....3.7...6........3.........2.5....7.43.,25,43,12,2,1,5,2,1,0,Expert,
...5.........4.7.5........35.2..1.....7..4.16.6.7.32...2....97..741..6.....3..4..,25,120,26,4,0,1,0,14,20,Expert,
.3...4..1..68..7.......93..89..47..3..1..8..5.4.......98...3.6..7.6...9.......5..,25,64,31,1,0,1,0,4,4,Expert,
.4..8..5...9534.8....2.9...9....8..44.8..5.23.2..6...7..5...7......9.........7...,25,49,7,0,0,0,0,0,0,Easy,
.1..9.3.8.34........2.7.9...9..2........3....2.5.8....5.3..247...7..82.9....571..,27,51,3,0,0,0,0,0,0,Easy,
.439.................3.69..5..82.43.7....36.88.....29.48........72.8......92..3..,26,87,20,4,0,3,0,6,8,Expert,
.4..892..........4...1...374.....9.2...2...619..71...8.8.47......2...........36.9,25,37,19,1,0,0,0,0,0,Intermediate,
.......28..1...4.9.9..2..7..45..21..8....1....7.43......8...95...7......95....387,26,42,13,0,0,0,0,0,0,Easy,
3.2..8.7...5..3....7....3.4...57...9.6..4....8.7..2........7......9....59..3.4...,23,44,12,1,0,0,0,2,0,Expert,
7...94...8.25....3...8.......368..25..89....45......369.......73...692....425....,28,50,15,2,0,1,0,3,2,Expert,
9.7.153...54....1.2..4..7....3..7.6.......9.3.2....15..9..6.4...1....57.34.......,27,54,0,0,0,0,0,0,0,Simple,
.....4..3...82...45..1...7....75..918..9..3.......24...7..1.2.8.4.5..........9...,24,48,8,1,0,0,0,1,0,Expert,
.........5.6.4....819.....3.326..15..........465...3.......1.892..8..64....52....,25,44,10,2,1,3,0,2,0,Expert,
.5..48....327...69.9..3.....268..........96.....4..5....93...72......94......7..8,25,50,14,4,0,1,0,2,2,Expert,
...68.......9.2....79.....836.2..8......5...2..2.94.3.69......44.8.6..27...4.3...,27,33,20,0,0,1,0,1,0,Expert,
...6......48.7.........3...........82157...6.3...2.....5..4.8...235....64...82.37,25,31,25,2,0,0,0,0,0,Intermediate,
.......9.2.4......3..2.67.....48.2...2.36....8.59.2.7...6..4...........9758.....6,25,38,18,0,0,0,0,0,0,Easy,
.9.......6.....3.........4..4.58...23...4.7.6.....9.....2..3..775...6.2.83.9..6..,24,45,11,1,0,1,0,1,0,Expert,
94.6.........9..5...3...2........648..7.2..3.6............3597....472.6.......32.,24,50,7,0,0,0,0,0,0,Easy,
2.....3..6.57...9..78.......2.........35...7.5672...3..8...7.46.5.4.29....9.63...,28,38,15,1,0,0,0,0,0,Intermediate,
.53...96.........2..6....41.7...24.5....1..2......3.....1.652..43..9.....2.7.4.9.,26,53,2,0,0,0,0,0,0,Easy,
..8.74.5..17.9.6.....6....365..1...7.....618.8...3..9......1...5..98.......753...,27,39,14,1,0,0,0,1,0,Expert,
.....2..8.4..3....93.6...1.25891................28.5..1...43....8...9.2.5.61.....,25,48,8,2,0,2,0,0,0,Intermediate,
..6..1.3....625.18...34.7..56..8...3..8......17......5.4..6...2..7......2...3..4.,26,47,7,3,4,2,0,1,0,Expert,
49........85...3.....85....2...9...5.4.3..8.2.3....7.96.........2.9..5..7.4..8.6.,25,42,14,0,0,0,0,0,0,Easy,
2.....47.514.....8.......53.2...7..6.3....8....8..6.34......6.......3581..182....,26,49,6,0,0,0,0,0,0,Easy,
..8..2....794...1...1..97...1.7..3...8......1....4.2........9.79.58...32......5.8,25,61,23,3,0,3,0,4,4,Expert,
1..9.4..69.4.671.8..7..5.2....48.2....6..2.51...5.....6........289........5...7..,27,47,7,1,0,0,0,0,0,Intermediate,
..8.7.5.1...3.4....2...846..4....21.28....6.....5...475...6..8..36.......7...5...,26,83,10,2,1,0,0,6,8,Expert,
...2.......5..138.489........1.3..........4..5.2.4.96.6..5..8.1..3..825........3.,25,50,16,1,2,5,0,2,2,Expert,
5.9.7..4.7.....9...24....71.5.1.8.........4..8..26..579........275.....8.6..2....,26,43,12,2,0,0,0,0,0,Intermediate,
8.4......9.......1.1..83..4..1.....9....2..757..4...8.4.85....2.3.......25.3..79.,26,40,15,1,0,0,0,0,0,Intermediate,
